scenario,controller,seed,window_end_s,mainline_vehicle_observations,mainline_speed_mps,mainline_occupancy,bottleneck_throughput_veh,ramp_vehicle_mean_veh,ramp_vehicle_max_veh,ramp_halting_mean_veh,ramp_halting_max_veh,departed_veh,arrived_veh,teleports,collisions,requested_rate_vph,applied_rate_vph,green_s,red_s,state_mismatches
1925+0,none,5,30,0,,0.0,0,0.0,0,0.0,0,16,0,0,0,1200.0,1200.0,30.0,0.0,0
1925+0,none,5,60,0,,0.0,0,0.0,0,0.0,0,32,0,0,0,1200.0,1200.0,30.0,0.0,0
1925+0,none,5,90,0,,0.0,0,0.0,0,0.0,0,48,0,0,0,1200.0,1200.0,30.0,0.0,0
1925+0,none,5,120,0,,0.0,0,0.0,0,0.0,0,64,0,0,0,1200.0,1200.0,30.0,0.0,0
1925+0,none,5,150,0,,0.0,0,0.0,0,0.0,0,80,0,0,0,1200.0,1200.0,30.0,0.0,0
1925+0,none,5,180,1,31.98978394875707,0.0024486984175576747,1,0.0,0,0.0,0,96,0,0,0,1200.0,1200.0,30.0,0.0,0
1925+0,none,5,210,9,26.83452181553035,0.021942762523651994,8,0.0,0,0.0,0,112,0,0,0,1200.0,1200.0,30.0,0.0,0
1925+0,none,5,240,15,26.718189844423343,0.03562465947905622,13,0.0,0,0.0,0,128,0,0,0,1200.0,1200.0,30.0,0.0,0
1925+0,none,5,270,19,26.21825356544718,0.045298237995693096,16,0.0,0,0.0,0,144,1,0,0,1200.0,1200.0,30.0,0.0,0
1925+0,none,5,300,12,25.77760011127199,0.020577648429447967,9,0.0,0,0.0,0,160,1,0,0,1200.0,1200.0,30.0,0.0,0
1925+0,none,5,330,18,23.952042305887563,0.042248500790623214,15,0.0,0,0.0,0,176,7,0,0,1200.0,1200.0,30.0,0.0,0
1925+0,none,5,360,20,23.883267561219796,0.047304805089054484,16,0.0,0,0.0,0,192,19,0,0,1200.0,1200.0,30.0,0.0,0
1925+0,none,5,390,16,23.879036466997523,0.04195723113697435,14,0.0,0,0.0,0,209,33,0,0,1200.0,1200.0,30.0,0.0,0
1925+0,none,5,420,3,23.643813775332717,0.009951327489084368,3,0.0,0,0.0,0,225,46,0,0,1200.0,1200.0,30.0,0.0,0
1925+0,none,5,450,19,20.93547997824191,0.058740921454851026,17,0.0,0,0.0,0,241,51,0,0,1200.0,1200.0,30.0,0.0,0
1925+0,none,5,480,23,20.938122409313355,0.06401975358184302,19,0.0,0,0.0,0,257,65,0,0,1200.0,1200.0,30.0,0.0,0
1925+0,none,5,510,20,20.93952568105559,0.05904560639991606,17,0.0,0,0.0,0,273,79,0,0,1200.0,1200.0,30.0,0.0,0
1925+0,none,5,540,24,20.91586601145296,0.06367338136776368,19,0.0,0,0.0,0,289,91,0,0,1200.0,1200.0,30.0,0.0,0
1925+0,none,5,570,24,20.80969491507505,0.0558129769699273,18,0.0,0,0.0,0,305,96,0,0,1200.0,1200.0,30.0,0.0,0
1925+0,none,5,600,24,20.72791599010785,0.06369427371809025,20,0.0,0,0.0,0,321,107,0,0,1200.0,1200.0,30.0,0.0,0
