scenario,controller,seed,window_end_s,mainline_vehicle_observations,mainline_speed_mps,mainline_occupancy,bottleneck_throughput_veh,ramp_vehicle_mean_veh,ramp_vehicle_max_veh,ramp_halting_mean_veh,ramp_halting_max_veh,departed_veh,arrived_veh,teleports,collisions,requested_rate_vph,applied_rate_vph,green_s,red_s,state_mismatches
1000+50,alinea,1,30,0,,0.0,0,0.0,0,0.0,0,10,0,0,0,915.4,915.4,22.885,7.114999999999998,0
1000+50,alinea,1,60,0,,0.0,0,0.0,0,0.0,0,18,0,0,0,930.8,930.8,23.27,6.73,0
1000+50,alinea,1,90,0,,0.0,0,0.0,0,0.0,0,27,0,0,0,946.1999999999999,946.1999999999999,23.654999999999998,6.345000000000002,0
1000+50,alinea,1,120,0,,0.0,0,0.16666666666666666,1,0.0,0,36,0,0,0,961.5999999999999,961.5999999999999,24.039999999999996,5.960000000000004,0
1000+50,alinea,1,150,0,,0.0,0,0.8333333333333334,1,0.03333333333333333,1,45,0,0,0,976.9999999999999,976.9999999999999,24.424999999999997,5.575000000000003,0
1000+50,alinea,1,180,3,26.24175788764385,0.001347284585305412,3,0.23333333333333334,1,0.0,0,53,0,0,0,992.3999999999999,992.3999999999999,24.81,5.190000000000001,0
1000+50,alinea,1,210,7,26.593837323825955,0.017676503033030144,7,0.6333333333333333,1,0.0,0,62,0,0,0,1007.337204441082,1007.337204441082,25.18343011102705,4.81656988897295,0
1000+50,alinea,1,240,12,27.575176894915455,0.02504412859939341,12,0.0,0,0.0,0,71,0,0,0,1016.6143390340563,1016.6143390340563,25.41535847585141,4.584641524148591,0
1000+50,alinea,1,270,6,31.662285811945573,0.009967208744250418,6,0.16666666666666666,1,0.0,0,79,1,0,0,1032.0143390340563,1032.0143390340563,25.800358475851407,4.199641524148593,0
1000+50,alinea,1,300,9,26.089870043564094,0.02767463689947931,9,0.8666666666666667,1,0.0,0,89,1,0,0,1047.4143390340564,1047.4143390340564,26.185358475851412,3.8146415241485876,0
1000+50,alinea,1,330,11,26.562944389172046,0.024011038358561148,11,0.0,0,0.0,0,97,4,0,0,1062.8143390340565,1062.8143390340565,26.570358475851414,3.429641524148586,0
1000+50,alinea,1,360,5,27.02297897182151,0.01168501098741217,5,0.5333333333333333,1,0.0,0,105,17,0,0,1078.2143390340566,1078.2143390340566,26.955358475851416,3.0446415241485845,0
1000+50,alinea,1,390,4,21.771342727123248,0.014419693269288322,4,0.5333333333333333,1,0.0,0,115,25,0,0,1093.6143390340567,1093.6143390340567,27.340358475851414,2.6596415241485865,0
1000+50,alinea,1,420,22,22.328697766125988,0.05192214020175261,22,0.5333333333333333,1,0.0,0,123,29,0,0,1109.0143390340568,1109.0143390340568,27.72535847585142,2.2746415241485813,0
1000+50,alinea,1,450,15,25.819471932651222,0.03144784502958752,15,0.4666666666666667,1,0.0,0,132,39,0,0,1112.870318199531,1112.870318199531,27.82175795498828,2.1782420450117215,0
1000+50,alinea,1,480,7,29.91014945200735,0.014680056251117434,7,0.0,0,0.0,0,141,44,0,0,1117.057044098167,1117.057044098167,27.92642610245417,2.073573897545831,0
1000+50,alinea,1,510,10,26.932937444139963,0.02422538909859687,10,0.3,1,0.0,0,150,46,0,0,1126.9532388002665,1126.9532388002665,28.173830970006662,1.8261690299933377,0
1000+50,alinea,1,540,13,26.99530259861564,0.028707167471901586,13,1.6666666666666667,2,0.0,0,158,52,0,0,1135.1848406176334,1135.1848406176334,28.379621015440836,1.6203789845591636,0
1000+50,alinea,1,570,10,27.44041499658037,0.01983066162320218,10,0.06666666666666667,1,0.0,0,167,65,0,0,1150.5848406176335,1150.5848406176335,28.764621015440838,1.235378984559162,0
1000+50,alinea,1,600,10,28.398211778422926,0.024778902373316213,10,0.0,0,0.0,0,176,79,0,0,1154.75380641664,1154.75380641664,28.868845160415997,1.1311548395840028,0
1000+50,alinea,1,630,7,29.452023946433446,0.018717542086123255,7,0.9666666666666667,1,0.0,0,184,92,0,0,1170.15380641664,1170.15380641664,29.253845160416,0.7461548395840012,0
1000+50,alinea,1,660,9,26.371820287467273,0.02408647202507268,9,0.03333333333333333,1,0.03333333333333333,1,194,101,0,0,1185.55380641664,1185.55380641664,29.638845160416004,0.3611548395839961,0
1000+50,alinea,1,690,12,26.04280341319183,0.022594472440188914,12,0.7333333333333333,1,0.0,0,202,113,0,0,1195.6576797172113,1195.6576797172113,29.89144199293028,0.10855800706972119,0
1000+50,alinea,1,720,15,27.607459180930242,0.04456118099335716,15,1.0,1,0.8333333333333334,1,210,121,0,0,1200.0,1200.0,30.0,0.0,0
1000+50,alinea,1,750,5,24.16743865545457,0.01684755971543268,5,0.43333333333333335,1,0.26666666666666666,1,220,130,0,0,1200.0,1200.0,30.0,0.0,0
1000+50,alinea,1,780,12,27.725435947666988,0.02724554698690819,12,1.0,1,0.2,1,228,137,0,0,1200.0,1200.0,30.0,0.0,0
1000+50,alinea,1,810,9,27.893678885762913,0.025593107387072676,9,1.0,1,1.0,1,237,143,0,0,1200.0,1200.0,30.0,0.0,0
1000+50,alinea,1,840,11,28.09713972139936,0.030828801342740537,11,1.8666666666666667,2,1.0,1,246,151,0,0,1200.0,1200.0,30.0,0.0,0
1000+50,alinea,1,870,9,29.58757308004009,0.01654358785163481,9,2.0,2,1.9333333333333333,2,255,161,0,0,1200.0,1200.0,30.0,0.0,0
1000+50,alinea,1,900,8,28.596276798039067,0.01836672338504286,8,2.0,2,1.9,2,263,170,0,0,1200.0,1200.0,30.0,0.0,0
1000+50,alinea,1,930,8,27.637775245254797,0.020382008210104156,8,1.3666666666666667,2,1.0,1,272,179,0,0,1200.0,1200.0,30.0,0.0,0
1000+50,alinea,1,960,13,26.653712357129734,0.028959075381334288,13,2.0,2,1.2333333333333334,2,281,189,0,0,1200.0,1200.0,30.0,0.0,0
1000+50,alinea,1,990,10,28.171514582912305,0.025100731322385172,10,2.7,3,2.0,2,289,199,0,0,1200.0,1200.0,30.0,0.0,0
1000+50,alinea,1,1020,5,27.05679829109629,0.015128111507613085,5,2.2333333333333334,3,1.7666666666666666,2,299,207,0,0,1200.0,1200.0,30.0,0.0,0
1000+50,alinea,1,1050,13,26.375637774453867,0.029599100788806253,13,2.0,2,2.0,2,307,213,0,0,1200.0,1200.0,30.0,0.0,0
1000+50,alinea,1,1080,7,25.46828973472271,0.015453685261441781,7,2.1666666666666665,3,1.3333333333333333,2,315,220,0,0,1200.0,1200.0,30.0,0.0,0
1000+50,alinea,1,1110,13,25.44337282534948,0.03411681266660859,13,2.0,2,1.6333333333333333,2,325,230,0,0,1200.0,1200.0,30.0,0.0,0
1000+50,alinea,1,1140,12,28.103761307467995,0.029813516867136514,12,2.4,3,2.0,2,333,239,0,0,1200.0,1200.0,30.0,0.0,0
1000+50,alinea,1,1170,6,28.62591737612005,0.013547418567062172,6,3.0,3,2.3333333333333335,3,342,244,0,0,1200.0,1200.0,30.0,0.0,0
1000+50,alinea,1,1200,7,25.92649736285219,0.017702240394286643,7,2.6,3,2.466666666666667,3,351,254,0,0,1200.0,1200.0,30.0,0.0,0
1000+50,alinea,1,1230,5,23.74781544090767,0.016492757868165123,5,3.0,3,2.0,2,360,261,0,0,1200.0,1200.0,30.0,0.0,0
1000+50,alinea,1,1260,17,24.23482941417519,0.04086598692375295,17,3.0,3,2.966666666666667,3,368,274,0,0,1200.0,1200.0,30.0,0.0,0
1000+50,alinea,1,1290,11,26.417004213764262,0.02393977371462673,11,3.8,4,3.0,3,377,283,0,0,1200.0,1200.0,30.0,0.0,0
1000+50,alinea,1,1320,13,26.70749889739786,0.026191571845485366,13,4.0,4,3.8,4,386,288,0,0,1200.0,1200.0,30.0,0.0,0
1000+50,alinea,1,1350,12,27.830176681047814,0.021053616740179373,12,4.333333333333333,5,4.0,4,394,290,0,0,1200.0,1200.0,30.0,0.0,0
1000+50,alinea,1,1380,9,28.355255411877046,0.02179763364700117,9,4.933333333333334,5,4.166666666666667,5,404,299,0,0,1200.0,1200.0,30.0,0.0,0
1000+50,alinea,1,1410,4,25.916576146067204,0.012268866285925622,4,4.5,5,3.933333333333333,4,412,311,0,0,1200.0,1200.0,30.0,0.0,0
1000+50,alinea,1,1440,19,25.667014451258773,0.037326939590305606,19,5.0,5,4.6,5,420,320,0,0,1200.0,1200.0,30.0,0.0,0
1000+50,alinea,1,1470,8,28.340275433348484,0.01749942998479431,8,5.0,5,5.0,5,430,334,0,0,1200.0,1200.0,30.0,0.0,0
1000+50,alinea,1,1500,12,28.233383755437522,0.02579517050026728,12,5.9,6,5.0,5,438,344,0,0,1200.0,1200.0,30.0,0.0,0
1000+50,alinea,1,1530,9,28.3901615723926,0.022020276535014698,9,6.0,6,5.966666666666667,6,447,347,0,0,1200.0,1200.0,30.0,0.0,0
1000+50,alinea,1,1560,8,28.261260980923705,0.02237758748106368,8,6.0,6,6.0,6,456,353,0,0,1200.0,1200.0,30.0,0.0,0
1000+50,alinea,1,1590,12,28.423360725323256,0.02898817699698384,12,6.6,7,6.0,6,465,367,0,0,1200.0,1200.0,30.0,0.0,0
1000+50,alinea,1,1620,6,28.746626641649225,0.016383853378613367,6,7.0,7,6.566666666666666,7,473,379,0,0,1200.0,1200.0,30.0,0.0,0
1000+50,alinea,1,1650,10,25.192150249060283,0.025245109010829006,10,6.3,7,6.066666666666666,7,482,387,0,0,1200.0,1200.0,30.0,0.0,0
1000+50,alinea,1,1680,8,25.59088705741071,0.016783960574184676,8,6.533333333333333,7,5.4,6,491,396,0,0,1200.0,1200.0,30.0,0.0,0
1000+50,alinea,1,1710,14,26.033407986538048,0.034099889174441005,14,6.066666666666666,7,6.0,6,499,403,0,0,1200.0,1200.0,30.0,0.0,0
1000+50,alinea,1,1740,7,27.771397609713436,0.019910816306696687,7,7.0,7,6.066666666666666,7,509,412,0,0,1200.0,1200.0,30.0,0.0,0
1000+50,alinea,1,1770,7,30.18836666168339,0.015454542467182364,7,7.2,8,7.0,7,517,418,0,0,1200.0,1200.0,30.0,0.0,0
1000+50,alinea,1,1800,8,25.781368204405794,0.018297923483911897,8,7.866666666666666,8,7.066666666666666,8,525,426,0,0,1200.0,1200.0,30.0,0.0,0
1000+50,alinea,1,1830,10,22.932614127790803,0.017922731691021453,10,7.366666666666666,8,6.966666666666667,7,535,435,0,0,1200.0,1200.0,30.0,0.0,0
1000+50,alinea,1,1860,8,28.51036083992574,0.018078410747909855,8,8.0,8,7.566666666666666,8,543,445,0,0,1200.0,1200.0,30.0,0.0,0
1000+50,alinea,1,1890,18,23.990395685977493,0.050158528550461295,18,8.033333333333333,9,8.0,8,552,453,0,0,1200.0,1200.0,30.0,0.0,0
1000+50,alinea,1,1920,5,26.04891503144963,0.015082537823919514,5,8.9,9,8.033333333333333,9,561,455,0,0,1200.0,1200.0,30.0,0.0,0
1000+50,alinea,1,1950,10,23.69695059400724,0.033531443906948274,10,8.0,8,7.966666666666667,8,570,460,0,0,1200.0,1200.0,30.0,0.0,0
1000+50,alinea,1,1980,12,25.66544215037347,0.027437972946286967,12,8.0,8,8.0,8,578,472,0,0,1200.0,1200.0,30.0,0.0,0
1000+50,alinea,1,2010,4,23.13997859925383,0.013613306245402631,4,8.166666666666666,9,7.133333333333334,8,587,479,0,0,1200.0,1200.0,30.0,0.0,0
1000+50,alinea,1,2040,16,24.766557648669714,0.037852023636977115,16,8.0,8,8.0,8,596,490,0,0,1200.0,1200.0,30.0,0.0,0
1000+50,alinea,1,2070,6,26.04769997686671,0.018704549293757585,6,8.233333333333333,9,7.333333333333333,8,604,497,0,0,1200.0,1200.0,30.0,0.0,0
1000+50,alinea,1,2100,7,24.32393810399528,0.012375991969747702,7,8.0,8,7.9,8,614,511,0,0,1200.0,1200.0,30.0,0.0,0
1000+50,alinea,1,2130,19,23.542082336014346,0.04120012877105334,19,8.266666666666667,9,8.0,8,622,514,0,0,1200.0,1200.0,30.0,0.0,0
1000+50,alinea,1,2160,6,22.80251290007769,0.010957557222673131,6,8.333333333333334,9,7.6,8,630,522,0,0,1200.0,1200.0,30.0,0.0,0
1000+50,alinea,1,2190,14,24.09907464925686,0.03503192311419146,14,8.0,8,8.0,8,640,535,0,0,1200.0,1200.0,30.0,0.0,0
1000+50,alinea,1,2220,13,25.1426705521592,0.02795266464214213,13,8.9,9,8.033333333333333,9,648,539,0,0,1200.0,1200.0,30.0,0.0,0
1000+50,alinea,1,2250,5,25.670380871995313,0.015266037103818538,5,8.233333333333333,9,7.033333333333333,9,657,546,0,0,1200.0,1200.0,30.0,0.0,0
1000+50,alinea,1,2280,4,20.225940562195238,0.015529759445720022,4,5.8,6,3.433333333333333,5,666,559,0,0,1200.0,1200.0,30.0,0.0,0
1000+50,alinea,1,2310,19,21.75974221526279,0.04758366846976969,19,6.0,6,5.766666666666667,6,675,565,0,0,1200.0,1200.0,30.0,0.0,0
1000+50,alinea,1,2340,17,22.505234993187955,0.03691600322303354,17,6.0,6,6.0,6,683,575,0,0,1200.0,1200.0,30.0,0.0,0
1000+50,alinea,1,2370,8,26.716889389356695,0.024421445333678092,8,6.166666666666667,7,5.2,6,692,588,0,0,1200.0,1200.0,30.0,0.0,0
1000+50,alinea,1,2400,13,25.62918606485473,0.02416839624422664,13,6.0,6,5.833333333333333,6,701,590,0,0,1200.0,1200.0,30.0,0.0,0
1000+50,alinea,1,2430,12,25.69609071913382,0.027903695166173748,12,6.266666666666667,7,6.0,6,709,594,0,0,1200.0,1200.0,30.0,0.0,0
1000+50,alinea,1,2460,7,28.82714425127716,0.01912255599359014,7,7.0,7,6.3,7,719,604,0,0,1200.0,1200.0,30.0,0.0,0
1000+50,alinea,1,2490,6,30.921007175875854,0.013565116845749495,6,6.866666666666666,7,6.733333333333333,7,727,620,0,0,1200.0,1200.0,30.0,0.0,0
1000+50,alinea,1,2520,15,23.14104171079576,0.03717575997407797,15,6.9,7,5.966666666666667,6,735,632,0,0,1200.0,1200.0,30.0,0.0,0
1000+50,alinea,1,2550,13,23.394149816769538,0.04195817394102808,13,7.0,7,6.933333333333334,7,745,643,0,0,1200.0,1200.0,30.0,0.0,0
1000+50,alinea,1,2580,7,30.359616362353034,0.015410954708583328,7,7.866666666666666,8,7.0,7,753,652,0,0,1200.0,1200.0,30.0,0.0,0
1000+50,alinea,1,2610,9,28.04169652570495,0.0211231109800489,9,8.0,8,7.966666666666667,8,762,662,0,0,1200.0,1200.0,30.0,0.0,0
1000+50,alinea,1,2640,9,27.908808252035076,0.01714076696819878,9,7.566666666666666,8,7.333333333333333,8,771,667,0,0,1200.0,1200.0,30.0,0.0,0
1000+50,alinea,1,2670,11,24.90737534757413,0.036807014921972345,11,8.0,8,7.133333333333334,8,780,675,0,0,1200.0,1200.0,30.0,0.0,0
1000+50,alinea,1,2700,10,27.70377980743462,0.015431158744998659,10,8.2,9,8.0,8,788,688,0,0,1200.0,1200.0,30.0,0.0,0
1000+50,alinea,1,2730,10,27.161887349881,0.028879704537439467,10,9.0,9,8.366666666666667,9,797,698,0,0,1200.0,1200.0,30.0,0.0,0
1000+50,alinea,1,2760,12,29.090633834021222,0.0162423754808439,12,9.0,9,9.0,9,806,707,0,0,1200.0,1200.0,30.0,0.0,0
1000+50,alinea,1,2790,3,25.341922778355535,0.009298913105559829,3,9.466666666666667,10,8.5,9,814,715,0,0,1200.0,1200.0,30.0,0.0,0
1000+50,alinea,1,2820,16,24.05051439497867,0.03539713924019452,16,9.0,9,8.933333333333334,9,824,722,0,0,1200.0,1200.0,30.0,0.0,0
1000+50,alinea,1,2850,4,25.958722261824065,0.009310974968199541,4,9.0,9,9.0,9,832,730,0,0,1200.0,1200.0,30.0,0.0,0
