scenario,controller,seed,window_end_s,mainline_vehicle_observations,mainline_speed_mps,mainline_occupancy,bottleneck_throughput_veh,ramp_vehicle_mean_veh,ramp_vehicle_max_veh,ramp_halting_mean_veh,ramp_halting_max_veh,departed_veh,arrived_veh,teleports,collisions,requested_rate_vph,applied_rate_vph,green_s,red_s,state_mismatches
1900+0,none,4,30,0,,0.0,0,0.0,0,0.0,0,16,0,0,0,1200.0,1200.0,30.0,0.0,0
1900+0,none,4,60,0,,0.0,0,0.0,0,0.0,0,32,0,0,0,1200.0,1200.0,30.0,0.0,0
1900+0,none,4,90,0,,0.0,0,0.0,0,0.0,0,47,0,0,0,1200.0,1200.0,30.0,0.0,0
1900+0,none,4,120,0,,0.0,0,0.0,0,0.0,0,63,0,0,0,1200.0,1200.0,30.0,0.0,0
1900+0,none,4,150,0,,0.0,0,0.0,0,0.0,0,79,0,0,0,1200.0,1200.0,30.0,0.0,0
1900+0,none,4,180,5,31.72041746315627,0.008685520938706285,4,0.0,0,0.0,0,95,0,0,0,1200.0,1200.0,30.0,0.0,0
1900+0,none,4,210,4,28.709090061887316,0.010942629750648318,4,0.0,0,0.0,0,111,0,0,0,1200.0,1200.0,30.0,0.0,0
1900+0,none,4,240,15,26.3550921257799,0.030951360115763292,12,0.0,0,0.0,0,127,0,0,0,1200.0,1200.0,30.0,0.0,0
1900+0,none,4,270,17,25.787496244425,0.03836253401334346,14,0.0,0,0.0,0,142,3,0,0,1200.0,1200.0,30.0,0.0,0
1900+0,none,4,300,19,25.068034346988547,0.04549174252375015,16,0.0,0,0.0,0,158,6,0,0,1200.0,1200.0,30.0,0.0,0
1900+0,none,4,330,17,24.663794451923746,0.04142362403016667,14,0.0,0,0.0,0,174,7,0,0,1200.0,1200.0,30.0,0.0,0
1900+0,none,4,360,19,24.602768917992016,0.04564904524418599,16,0.0,0,0.0,0,190,16,0,0,1200.0,1200.0,30.0,0.0,0
1900+0,none,4,390,19,24.47239483647133,0.04674245537146457,16,0.0,0,0.0,0,206,29,0,0,1200.0,1200.0,30.0,0.0,0
1900+0,none,4,420,19,24.277109764543745,0.03562596689568712,14,0.0,0,0.0,0,222,41,0,0,1200.0,1200.0,30.0,0.0,0
1900+0,none,4,450,17,24.821025419348533,0.041099753046102215,14,0.0,0,0.0,0,237,54,0,0,1200.0,1200.0,30.0,0.0,0
1900+0,none,4,480,16,23.816084215546443,0.05262674647352696,16,0.0,0,0.0,0,253,69,0,0,1200.0,1200.0,30.0,0.0,0
1900+0,none,4,510,19,23.797064514246063,0.04189551106469575,14,0.0,0,0.0,0,269,83,0,0,1200.0,1200.0,30.0,0.0,0
1900+0,none,4,540,24,23.172598665193448,0.03700875521598732,16,0.0,0,0.0,0,285,98,0,0,1200.0,1200.0,30.0,0.0,0
1900+0,none,4,570,19,23.052227294346803,0.04616486295762267,16,0.0,0,0.0,0,301,112,0,0,1200.0,1200.0,30.0,0.0,0
1900+0,none,4,600,4,22.894457155886847,0.013689205434189944,4,0.0,0,0.0,0,317,125,0,0,1200.0,1200.0,30.0,0.0,0
1900+0,none,4,630,17,20.78235799260246,0.04824671134140886,14,0.0,0,0.0,0,332,140,0,0,1200.0,1200.0,30.0,0.0,0
1900+0,none,4,660,23,20.78121396178476,0.06441911950134341,19,0.0,0,0.0,0,348,154,0,0,1200.0,1200.0,30.0,0.0,0
1900+0,none,4,690,17,20.834679487510797,0.05566512428165614,15,0.0,0,0.0,0,364,168,0,0,1200.0,1200.0,30.0,0.0,0
1900+0,none,4,720,21,21.00184797562973,0.06849863450402154,19,0.0,0,0.0,0,380,183,0,0,1200.0,1200.0,30.0,0.0,0
1900+0,none,4,750,23,20.737929190349963,0.06595325295258476,19,0.0,0,0.0,0,396,192,0,0,1200.0,1200.0,30.0,0.0,0
