experiment_id,controller,seed,mainline_vph,ramp_vph,valid,failure_reason,total_time_spent_s,mean_speed_mps,bottleneck_throughput_veh,max_ramp_queue_veh,breakdown_start_s,congestion_duration_s,recovered,teleports,summary_schema_version,loaded_veh,departed_veh,arrived_veh,actual_departure_ratio,completion_ratio,tts_system_s,tts_pending_s,tts_in_network_s,mainline_system_exposure_s,ramp_system_exposure_s,unknown_system_exposure_s,completed_vehicle_exposure_s,terminal_in_network_count,terminal_pending_count,terminal_in_network_ids,terminal_pending_ids,terminal_in_network_exposure_s,terminal_pending_exposure_s,terminal_censoring,legacy_total_time_spent_s
main3000_ramp300_none_seed0_f63e8989,none,0,3000,300,True,,48234.0,29.207507346019387,80,2,0,0,False,0,cr02-summary-v1,330,330,139,1.0,0.4212121212121212,48234.0,0.0,48234.0,44319.0,3915.0,0.0,28019.0,191,0,"main_0.128,main_0.129,main_0.132,main_0.134,main_0.135,main_0.136,main_0.137,main_0.138,main_0.139,main_0.140,main_0.141,main_0.142,main_0.143,main_0.144,main_0.145,main_0.146,main_0.147,main_0.148,main_0.149,main_0.150,main_0.151,main_0.152,main_0.153,main_0.154,main_0.155,main_0.156,main_0.157,main_0.158,main_0.159,main_0.160,main_0.161,main_0.162,main_0.163,main_0.164,main_0.165,main_0.166,main_0.167,main_0.168,main_0.169,main_0.170,main_0.171,main_0.172,main_0.173,main_0.174,main_0.175,main_0.176,main_0.177,main_0.178,main_0.179,main_0.180,main_0.181,main_0.182,main_0.183,main_0.184,main_0.185,main_0.186,main_0.187,main_0.188,main_0.189,main_0.190,main_0.191,main_0.192,main_0.193,main_0.194,main_0.195,main_0.196,main_0.197,main_0.198,main_0.199,main_0.200,main_0.201,main_0.202,main_0.203,main_0.204,main_0.205,main_0.206,main_0.207,main_0.208,main_0.209,main_0.210,main_0.211,main_0.212,main_0.213,main_0.214,main_0.215,main_0.216,main_0.217,main_0.218,main_0.219,main_0.220,main_0.221,main_0.222,main_0.223,main_0.224,main_0.225,main_0.226,main_0.227,main_0.228,main_0.229,main_0.230,main_0.231,main_0.232,main_0.233,main_0.234,main_0.235,main_0.236,main_0.237,main_0.238,main_0.239,main_0.240,main_0.241,main_0.242,main_0.243,main_0.244,main_0.245,main_0.246,main_0.247,main_0.248,main_0.249,main_0.250,main_0.251,main_0.252,main_0.253,main_0.254,main_0.255,main_0.256,main_0.257,main_0.258,main_0.259,main_0.260,main_0.261,main_0.262,main_0.263,main_0.264,main_0.265,main_0.266,main_0.267,main_0.268,main_0.269,main_0.270,main_0.271,main_0.272,main_0.273,main_0.274,main_0.275,main_0.276,main_0.277,main_0.278,main_0.279,main_0.280,main_0.281,main_0.282,main_0.283,main_0.284,main_0.285,main_0.286,main_0.287,main_0.288,main_0.289,main_0.290,main_0.291,main_0.292,main_0.293,main_0.294,main_0.295,main_0.296,main_0.297,main_0.298,main_0.299,ramp_0.10,ramp_0.11,ramp_0.12,ramp_0.13,ramp_0.14,ramp_0.15,ramp_0.16,ramp_0.17,ramp_0.18,ramp_0.19,ramp_0.20,ramp_0.21,ramp_0.22,ramp_0.23,ramp_0.24,ramp_0.25,ramp_0.26,ramp_0.27,ramp_0.28,ramp_0.29,ramp_0.8,ramp_0.9",,20215.0,0.0,True,50940.0
