experiment_id,controller,seed,time_s,mainline_vph,ramp_vph,mean_speed_mps,upstream_speed_mps,bottleneck_flow_veh,bottleneck_occupancy,ramp_queue_veh,alinea_requested_rate_vph,alinea_applied_rate_vph,departed_veh,arrived_veh,teleports,metric_schema_version,estimator_id,window_step_observations,main_speed_vehicle_observations,upstream_speed_vehicle_observations,ramp_vehicle_mean_veh,ramp_vehicle_max_veh,ramp_halting_mean_veh,ramp_halting_max_veh,loaded_veh,pending_veh,in_network_veh,actual_departure_ratio,completion_ratio,tts_system_s,tts_pending_s,tts_in_network_s
main3000_ramp300_none_seed0_f63e8989,none,0,30,3000,300,30.331876072044494,,0,0.0,2,1200.0,1200.0,28,0,0,cr02-window-v1,traci-1s-step-complete-window,30,4,0,1.1666666666666667,2,0.0,0,28,0,28,1.0,0.0,434.0,0.0,434.0
main3000_ramp300_none_seed0_f63e8989,none,0,60,3000,300,29.664292635573037,,0,0.0,2,1200.0,1200.0,55,0,0,cr02-window-v1,traci-1s-step-complete-window,30,14,0,1.3,2,0.0,0,55,0,55,1.0,0.0,1690.0,0.0,1690.0
main3000_ramp300_none_seed0_f63e8989,none,0,90,3000,300,28.909041133638297,,0,0.0,2,1200.0,1200.0,83,0,0,cr02-window-v1,traci-1s-step-complete-window,30,18,0,1.3666666666666667,2,0.0,0,83,0,83,1.0,0.0,3774.0,0.0,3774.0
main3000_ramp300_none_seed0_f63e8989,none,0,120,3000,300,29.535558512313997,32.69467190383243,0,0.0,2,1200.0,1200.0,110,2,0,cr02-window-v1,traci-1s-step-complete-window,30,31,2,1.2333333333333334,2,0.0,0,110,0,108,1.0,0.01818181818181818,6657.0,0.0,6657.0
main3000_ramp300_none_seed0_f63e8989,none,0,150,3000,300,29.695622975819884,31.84276263223907,5,0.02576948755564672,2,1200.0,1200.0,138,5,0,cr02-window-v1,traci-1s-step-complete-window,30,36,7,1.2333333333333334,2,0.0,0,138,0,133,1.0,0.036231884057971016,10313.0,0.0,10313.0
main3000_ramp300_none_seed0_f63e8989,none,0,180,3000,300,29.10603792702945,29.11668538179571,7,0.03098975430324913,2,1200.0,1200.0,165,6,0,cr02-window-v1,traci-1s-step-complete-window,30,41,5,1.0333333333333334,2,0.0,0,165,0,159,1.0,0.03636363636363636,14714.0,0.0,14714.0
main3000_ramp300_none_seed0_f63e8989,none,0,210,3000,300,29.142036651714115,27.663429104606156,8,0.04714689806439386,2,1200.0,1200.0,193,20,0,cr02-window-v1,traci-1s-step-complete-window,30,44,11,1.2666666666666666,2,0.0,0,193,0,173,1.0,0.10362694300518134,19750.0,0.0,19750.0
main3000_ramp300_none_seed0_f63e8989,none,0,240,3000,300,28.86958032439361,28.76429182949836,11,0.0556873924904977,2,1200.0,1200.0,220,36,0,cr02-window-v1,traci-1s-step-complete-window,30,49,11,1.2,2,0.0,0,220,0,184,1.0,0.16363636363636364,25088.0,0.0,25088.0
main3000_ramp300_none_seed0_f63e8989,none,0,270,3000,300,28.798466503595147,29.59840788664818,13,0.06301588983118998,2,1200.0,1200.0,248,51,0,cr02-window-v1,traci-1s-step-complete-window,30,49,11,1.2,2,0.0,0,248,0,197,1.0,0.2056451612903226,30842.0,0.0,30842.0
main3000_ramp300_none_seed0_f63e8989,none,0,300,3000,300,28.81433872475157,28.5208494410372,12,0.04706357074022662,2,1200.0,1200.0,275,80,0,cr02-window-v1,traci-1s-step-complete-window,30,49,8,1.2333333333333334,2,0.0,0,275,0,195,1.0,0.2909090909090909,36751.0,0.0,36751.0
main3000_ramp300_none_seed0_f63e8989,none,0,330,3000,300,28.767068027722544,28.261622565911416,12,0.04936749618579862,2,1200.0,1200.0,303,111,0,cr02-window-v1,traci-1s-step-complete-window,30,43,10,1.3666666666666667,2,0.0,0,303,0,192,1.0,0.36633663366336633,42548.0,0.0,42548.0
main3000_ramp300_none_seed0_f63e8989,none,0,360,3000,300,28.856168663636513,28.539339024990642,12,0.05080514330620455,2,1200.0,1200.0,330,139,0,cr02-window-v1,traci-1s-step-complete-window,30,45,10,1.2,2,0.0,0,330,0,191,1.0,0.4212121212121212,48234.0,0.0,48234.0
