mainline_vph,ramp_vph,controller,seed,failure_stage,failure_type,failure_message,retryable,timestamp
1200,120,none,0,output_parse,JSONDecodeError,Expecting property name enclosed in double quotes: line 1 column 2 (char 1),False,2026-08-07T12:17:11.975876+00:00
