scenario,controller,seed,window_end_s,mainline_vehicle_observations,mainline_speed_mps,mainline_occupancy,bottleneck_throughput_veh,ramp_vehicle_mean_veh,ramp_vehicle_max_veh,ramp_halting_mean_veh,ramp_halting_max_veh,departed_veh,arrived_veh,teleports,collisions,requested_rate_vph,applied_rate_vph,green_s,red_s,state_mismatches
1900+0,none,1,30,0,,0.0,0,0.0,0,0.0,0,16,0,0,0,1200.0,1200.0,30.0,0.0,0
1900+0,none,1,60,0,,0.0,0,0.0,0,0.0,0,32,0,0,0,1200.0,1200.0,30.0,0.0,0
1900+0,none,1,90,0,,0.0,0,0.0,0,0.0,0,47,0,0,0,1200.0,1200.0,30.0,0.0,0
1900+0,none,1,120,0,,0.0,0,0.0,0,0.0,0,63,0,0,0,1200.0,1200.0,30.0,0.0,0
1900+0,none,1,150,0,,0.0,0,0.0,0,0.0,0,79,0,0,0,1200.0,1200.0,30.0,0.0,0
1900+0,none,1,180,3,30.706927701809086,0.0038052805406290227,2,0.0,0,0.0,0,95,0,0,0,1200.0,1200.0,30.0,0.0,0
1900+0,none,1,210,7,27.735114360299217,0.01582764015597699,5,0.0,0,0.0,0,111,0,0,0,1200.0,1200.0,30.0,0.0,0
1900+0,none,1,240,6,26.941331326342937,0.014563536757493504,6,0.0,0,0.0,0,127,0,0,0,1200.0,1200.0,30.0,0.0,0
1900+0,none,1,270,9,22.465529803960553,0.03138141033528588,9,0.0,0,0.0,0,142,1,0,0,1200.0,1200.0,30.0,0.0,0
1900+0,none,1,300,20,22.59761832874651,0.05098000225392715,17,0.0,0,0.0,0,158,2,0,0,1200.0,1200.0,30.0,0.0,0
1900+0,none,1,330,17,22.296493934571487,0.03569468790557077,12,0.0,0,0.0,0,174,7,0,0,1200.0,1200.0,30.0,0.0,0
1900+0,none,1,360,17,21.836594044955746,0.05058169820512717,15,0.0,0,0.0,0,190,13,0,0,1200.0,1200.0,30.0,0.0,0
1900+0,none,1,390,20,21.77838781323727,0.0534312335397099,17,0.0,0,0.0,0,206,16,0,0,1200.0,1200.0,30.0,0.0,0
1900+0,none,1,420,21,21.726518622120004,0.07002359767952461,20,0.0,0,0.0,0,222,24,0,0,1200.0,1200.0,30.0,0.0,0
1900+0,none,1,450,20,21.714537718021724,0.05572974595678678,17,0.0,0,0.0,0,237,38,0,0,1200.0,1200.0,30.0,0.0,0
1900+0,none,1,480,18,21.991449109741676,0.04842965737747515,15,0.0,0,0.0,0,253,49,0,0,1200.0,1200.0,30.0,0.0,0
1900+0,none,1,510,19,22.46686832681563,0.06211554343464817,18,0.0,0,0.0,0,269,62,0,0,1200.0,1200.0,30.0,0.0,0
1900+0,none,1,540,20,22.46656658809729,0.043306168794250276,15,0.0,0,0.0,0,285,76,0,0,1200.0,1200.0,30.0,0.0,0
1900+0,none,1,570,20,22.912624171663506,0.04653548447985448,16,0.0,0,0.0,0,301,91,0,0,1200.0,1200.0,30.0,0.0,0
1900+0,none,1,600,20,22.944004631228314,0.055113375989035755,18,0.0,0,0.0,0,317,106,0,0,1200.0,1200.0,30.0,0.0,0
1900+0,none,1,630,21,23.108520196496794,0.04871112984888555,16,0.0,0,0.0,0,332,122,0,0,1200.0,1200.0,30.0,0.0,0
1900+0,none,1,660,21,23.724597997154365,0.048533634546184125,16,0.0,0,0.0,0,348,136,0,0,1200.0,1200.0,30.0,0.0,0
1900+0,none,1,690,17,22.83234299472642,0.04286830857277171,14,0.0,0,0.0,0,364,152,0,0,1200.0,1200.0,30.0,0.0,0
1900+0,none,1,720,20,23.460889243042036,0.058101301222063736,18,0.0,0,0.0,0,380,167,0,0,1200.0,1200.0,30.0,0.0,0
1900+0,none,1,750,18,23.79483284641496,0.04685120667649585,16,0.0,0,0.0,0,396,182,0,0,1200.0,1200.0,30.0,0.0,0
1900+0,none,1,780,18,23.48278606603438,0.05576031204368329,17,0.0,0,0.0,0,412,198,0,0,1200.0,1200.0,30.0,0.0,0
1900+0,none,1,810,20,23.585156331131568,0.036560285308540115,14,0.0,0,0.0,0,427,213,0,0,1200.0,1200.0,30.0,0.0,0
1900+0,none,1,840,17,24.37877794067516,0.04157619422987106,14,0.0,0,0.0,0,443,228,0,0,1200.0,1200.0,30.0,0.0,0
1900+0,none,1,870,21,23.70530137557924,0.048366051337660566,17,0.0,0,0.0,0,459,242,0,0,1200.0,1200.0,30.0,0.0,0
1900+0,none,1,900,18,22.81608544488317,0.045389644573003804,15,0.0,0,0.0,0,475,259,0,0,1200.0,1200.0,30.0,0.0,0
1900+0,none,1,930,25,22.898034137608683,0.06364790561644895,19,0.0,0,0.0,0,491,275,0,0,1200.0,1200.0,30.0,0.0,0
1900+0,none,1,960,21,22.93647803485443,0.053042246588099334,18,0.0,0,0.0,0,507,289,0,0,1200.0,1200.0,30.0,0.0,0
1900+0,none,1,990,20,23.493451658491463,0.05765341768837592,18,0.0,0,0.0,0,522,304,0,0,1200.0,1200.0,30.0,0.0,0
1900+0,none,1,1020,18,24.46426695405953,0.04250950816891456,14,0.0,0,0.0,0,538,319,0,0,1200.0,1200.0,30.0,0.0,0
1900+0,none,1,1050,19,24.771095976200282,0.04461029370331175,16,0.0,0,0.0,0,554,334,0,0,1200.0,1200.0,30.0,0.0,0
