scenario,controller,seed,window_end_s,mainline_vehicle_observations,mainline_speed_mps,mainline_occupancy,bottleneck_throughput_veh,ramp_vehicle_mean_veh,ramp_vehicle_max_veh,ramp_halting_mean_veh,ramp_halting_max_veh,departed_veh,arrived_veh,teleports,collisions,requested_rate_vph,applied_rate_vph,green_s,red_s,state_mismatches
1850+0,none,1,30,0,,0.0,0,0.0,0,0.0,0,15,0,0,0,1200.0,1200.0,30.0,0.0,0
1850+0,none,1,60,0,,0.0,0,0.0,0,0.0,0,31,0,0,0,1200.0,1200.0,30.0,0.0,0
1850+0,none,1,90,0,,0.0,0,0.0,0,0.0,0,46,0,0,0,1200.0,1200.0,30.0,0.0,0
1850+0,none,1,120,0,,0.0,0,0.0,0,0.0,0,62,0,0,0,1200.0,1200.0,30.0,0.0,0
1850+0,none,1,150,0,,0.0,0,0.0,0,0.0,0,77,0,0,0,1200.0,1200.0,30.0,0.0,0
1850+0,none,1,180,3,30.706927701809086,0.0038052805406290227,2,0.0,0,0.0,0,92,0,0,0,1200.0,1200.0,30.0,0.0,0
1850+0,none,1,210,8,27.9477573312659,0.01850714869440111,6,0.0,0,0.0,0,108,0,0,0,1200.0,1200.0,30.0,0.0,0
1850+0,none,1,240,6,25.80810594807195,0.009970289685586902,5,0.0,0,0.0,0,123,0,0,0,1200.0,1200.0,30.0,0.0,0
1850+0,none,1,270,10,22.449136712398953,0.031031766680456485,9,0.0,0,0.0,0,139,1,0,0,1200.0,1200.0,30.0,0.0,0
1850+0,none,1,300,23,22.44656887812585,0.051458743783599444,17,0.0,0,0.0,0,154,2,0,0,1200.0,1200.0,30.0,0.0,0
1850+0,none,1,330,18,22.43159772996143,0.04435576919241271,14,0.0,0,0.0,0,170,7,0,0,1200.0,1200.0,30.0,0.0,0
1850+0,none,1,360,13,22.162178701825283,0.045960582419968435,13,0.0,0,0.0,0,185,13,0,0,1200.0,1200.0,30.0,0.0,0
1850+0,none,1,390,19,22.276792810752234,0.05649085246996511,17,0.0,0,0.0,0,200,16,0,0,1200.0,1200.0,30.0,0.0,0
1850+0,none,1,420,22,22.127485475730786,0.06816353793255132,20,0.0,0,0.0,0,216,24,0,0,1200.0,1200.0,30.0,0.0,0
1850+0,none,1,450,22,21.438390259420256,0.061687849215671046,18,0.0,0,0.0,0,231,38,0,0,1200.0,1200.0,30.0,0.0,0
1850+0,none,1,480,15,22.40999738255534,0.04409989740906137,13,0.0,0,0.0,0,247,49,0,0,1200.0,1200.0,30.0,0.0,0
1850+0,none,1,510,19,24.02501295449691,0.04573293500978271,16,0.0,0,0.0,0,262,62,0,0,1200.0,1200.0,30.0,0.0,0
1850+0,none,1,540,19,22.93278152397947,0.054440869935937525,17,0.0,0,0.0,0,277,77,0,0,1200.0,1200.0,30.0,0.0,0
1850+0,none,1,570,14,22.947739597505485,0.03824988954484259,12,0.0,0,0.0,0,293,92,0,0,1200.0,1200.0,30.0,0.0,0
1850+0,none,1,600,19,23.040280422995146,0.06040556238572966,18,0.0,0,0.0,0,308,108,0,0,1200.0,1200.0,30.0,0.0,0
1850+0,none,1,630,17,22.99962711135856,0.049132844172051666,15,0.0,0,0.0,0,324,122,0,0,1200.0,1200.0,30.0,0.0,0
1850+0,none,1,660,19,23.06071596426078,0.04753675056237323,16,0.0,0,0.0,0,339,137,0,0,1200.0,1200.0,30.0,0.0,0
1850+0,none,1,690,13,23.77429660452987,0.04300334666488273,13,0.0,0,0.0,0,355,153,0,0,1200.0,1200.0,30.0,0.0,0
1850+0,none,1,720,20,23.543813421732196,0.05585440468392259,18,0.0,0,0.0,0,370,168,0,0,1200.0,1200.0,30.0,0.0,0
1850+0,none,1,750,19,23.96179643245776,0.046015559653725786,16,0.0,0,0.0,0,385,182,0,0,1200.0,1200.0,30.0,0.0,0
1850+0,none,1,780,18,24.204904460174394,0.05478637623987197,17,0.0,0,0.0,0,401,198,0,0,1200.0,1200.0,30.0,0.0,0
1850+0,none,1,810,17,24.268880990918333,0.055056266895047654,17,0.0,0,0.0,0,416,213,0,0,1200.0,1200.0,30.0,0.0,0
1850+0,none,1,840,12,24.97579609754649,0.03438878304616537,11,0.0,0,0.0,0,432,228,0,0,1200.0,1200.0,30.0,0.0,0
1850+0,none,1,870,20,23.440535603094908,0.0439779032555407,15,0.0,0,0.0,0,447,243,0,0,1200.0,1200.0,30.0,0.0,0
1850+0,none,1,900,21,23.640263655008408,0.04108004254442032,16,0.0,0,0.0,0,462,259,0,0,1200.0,1200.0,30.0,0.0,0
1850+0,none,1,930,17,23.413397641202025,0.051849940115196586,16,0.0,0,0.0,0,478,273,0,0,1200.0,1200.0,30.0,0.0,0
1850+0,none,1,960,22,23.508006128191752,0.04907618503148683,17,0.0,0,0.0,0,493,289,0,0,1200.0,1200.0,30.0,0.0,0
1850+0,none,1,990,17,23.55689317222674,0.046567770818594076,15,0.0,0,0.0,0,509,304,0,0,1200.0,1200.0,30.0,0.0,0
1850+0,none,1,1020,20,23.601113432604645,0.05516017454385936,18,0.0,0,0.0,0,524,318,0,0,1200.0,1200.0,30.0,0.0,0
1850+0,none,1,1050,19,24.125309384644332,0.052054905251054606,17,0.0,0,0.0,0,540,334,0,0,1200.0,1200.0,30.0,0.0,0
1850+0,none,1,1080,20,24.718042344062546,0.04114906554546754,15,0.0,0,0.0,0,555,348,0,0,1200.0,1200.0,30.0,0.0,0
1850+0,none,1,1110,1,23.980859359235946,0.0032664940050684283,1,0.0,0,0.0,0,570,364,0,0,1200.0,1200.0,30.0,0.0,0
