scenario,controller,seed,window_end_s,mainline_vehicle_observations,mainline_speed_mps,mainline_occupancy,bottleneck_throughput_veh,ramp_vehicle_mean_veh,ramp_vehicle_max_veh,ramp_halting_mean_veh,ramp_halting_max_veh,departed_veh,arrived_veh,teleports,collisions,requested_rate_vph,applied_rate_vph,green_s,red_s,state_mismatches
600+60,alinea,1,30,0,,0.0,0,0.0,0,0.0,0,6,0,0,0,915.4,915.4,22.885,7.114999999999998,0
600+60,alinea,1,60,0,,0.0,0,0.0,0,0.0,0,11,0,0,0,930.8,930.8,23.27,6.73,0
600+60,alinea,1,90,0,,0.0,0,0.0,0,0.0,0,17,0,0,0,946.1999999999999,946.1999999999999,23.654999999999998,6.345000000000002,0
600+60,alinea,1,120,0,,0.0,0,0.16666666666666666,1,0.0,0,22,0,0,0,961.5999999999999,961.5999999999999,24.039999999999996,5.960000000000004,0
600+60,alinea,1,150,0,,0.0,0,0.8333333333333334,1,0.03333333333333333,1,28,0,0,0,976.9999999999999,976.9999999999999,24.424999999999997,5.575000000000003,0
600+60,alinea,1,180,3,26.24175788764385,0.001347284585305412,3,0.5333333333333333,1,0.0,0,33,0,0,0,992.3999999999999,992.3999999999999,24.81,5.190000000000001,0
600+60,alinea,1,210,6,28.998408760563443,0.01360391804640481,6,0.36666666666666664,1,0.0,0,39,0,0,0,1007.337204441082,1007.337204441082,25.18343011102705,4.81656988897295,0
600+60,alinea,1,240,3,28.59689202824023,0.008301768032050441,3,0.5,1,0.0,0,44,0,0,0,1022.737204441082,1022.737204441082,25.568430111027048,4.431569888972952,0
600+60,alinea,1,270,5,25.379786719029727,0.006019260191302559,5,0.4,1,0.0,0,50,1,0,0,1038.137204441082,1038.137204441082,25.953430111027053,4.046569888972947,0
600+60,alinea,1,300,5,22.15903732655649,0.012110064300551926,5,0.26666666666666666,1,0.0,0,55,2,0,0,1053.5372044410822,1053.5372044410822,26.338430111027055,3.661569888972945,0
600+60,alinea,1,330,17,22.81261998536211,0.03717746377593964,17,0.8333333333333334,1,0.0,0,61,7,0,0,1068.9372044410823,1068.9372044410823,26.723430111027056,3.2765698889729435,0
600+60,alinea,1,360,1,20.901706779250528,0.0037477003270898496,1,0.6333333333333333,1,0.0,0,66,11,0,0,1084.3372044410823,1084.3372044410823,27.108430111027058,2.891569888972942,0
600+60,alinea,1,390,4,24.706663109150902,0.003601089084558377,4,0.0,0,0.0,0,72,13,0,0,1099.7372044410824,1099.7372044410824,27.49343011102706,2.5065698889729404,0
600+60,alinea,1,420,5,21.671780603721665,0.018072657428916727,5,0.6666666666666666,1,0.0,0,77,15,0,0,1115.1372044410825,1115.1372044410825,27.878430111027065,2.1215698889729353,0
600+60,alinea,1,450,18,22.696187357467146,0.03788732052418879,18,0.36666666666666664,1,0.0,0,83,21,0,0,1130.5372044410826,1130.5372044410826,28.263430111027063,1.7365698889729373,0
600+60,alinea,1,480,4,25.44253952772301,0.0088459466370864,4,0.6333333333333333,1,0.0,0,88,31,0,0,1145.9372044410827,1145.9372044410827,28.64843011102707,1.3515698889729286,0
