experiment_id,controller,seed,time_s,mainline_vph,ramp_vph,mean_speed_mps,upstream_speed_mps,bottleneck_flow_veh,bottleneck_occupancy,ramp_queue_veh,alinea_requested_rate_vph,alinea_applied_rate_vph,departed_veh,arrived_veh,teleports,metric_schema_version,estimator_id,window_step_observations,main_speed_vehicle_observations,upstream_speed_vehicle_observations,ramp_vehicle_mean_veh,ramp_vehicle_max_veh,ramp_halting_mean_veh,ramp_halting_max_veh,loaded_veh,pending_veh,in_network_veh,actual_departure_ratio,completion_ratio,tts_system_s,tts_pending_s,tts_in_network_s
main6000_ramp1200_none_seed1_51399fbd,none,1,30,6000,1200,28.391648468488718,,0,0.0,4,1200.0,1200.0,39,0,0,cr02-window-v1,traci-1s-step-complete-window,30,4,0,2.7666666666666666,4,0.0,0,39,0,39,1.0,0.0,599.0,0.0,599.0
main6000_ramp1200_none_seed1_51399fbd,none,1,60,6000,1200,29.07301730297035,,0,0.0,5,1200.0,1200.0,77,0,0,cr02-window-v1,traci-1s-step-complete-window,30,14,0,3.5,5,0.0,0,77,0,77,1.0,0.0,2364.0,0.0,2364.0
main6000_ramp1200_none_seed1_51399fbd,none,1,90,6000,1200,28.30902174206072,,0,0.0,4,1200.0,1200.0,117,0,0,cr02-window-v1,traci-1s-step-complete-window,30,25,0,3.1,4,0.0,0,117,0,117,1.0,0.0,5303.0,0.0,5303.0
main6000_ramp1200_none_seed1_51399fbd,none,1,120,6000,1200,28.39023232083197,33.3149619103066,0,0.0,4,1200.0,1200.0,155,2,0,cr02-window-v1,traci-1s-step-complete-window,30,34,1,3.1333333333333333,4,0.0,0,155,0,153,1.0,0.012903225806451613,9384.0,0.0,9384.0
main6000_ramp1200_none_seed1_51399fbd,none,1,150,6000,1200,28.850076619151,30.127637062354722,6,0.02161064168618149,4,1200.0,1200.0,195,9,0,cr02-window-v1,traci-1s-step-complete-window,30,44,9,3.2666666666666666,4,0.0,0,195,0,186,1.0,0.046153846153846156,14517.0,0.0,14517.0
main6000_ramp1200_none_seed1_51399fbd,none,1,180,6000,1200,28.02329296392559,29.204882244266788,12,0.0576044973598177,4,1200.0,1200.0,233,17,0,cr02-window-v1,traci-1s-step-complete-window,30,51,7,3.066666666666667,4,0.0,0,233,0,216,1.0,0.07296137339055794,20568.0,0.0,20568.0
main6000_ramp1200_none_seed1_51399fbd,none,1,210,6000,1200,27.529992985774715,27.352478526588772,9,0.0423917336276664,4,1200.0,1200.0,273,28,0,cr02-window-v1,traci-1s-step-complete-window,30,53,12,3.2666666666666666,4,0.0,0,273,0,245,1.0,0.10256410256410256,27514.0,0.0,27514.0
main6000_ramp1200_none_seed1_51399fbd,none,1,240,6000,1200,27.5597728876774,27.749091760686348,16,0.05669858353239855,5,1200.0,1200.0,311,53,0,cr02-window-v1,traci-1s-step-complete-window,30,54,10,3.533333333333333,5,0.13333333333333333,2,311,0,258,1.0,0.17041800643086816,35130.0,0.0,35130.0
main6000_ramp1200_none_seed1_51399fbd,none,1,270,6000,1200,26.69462755211341,26.707410270793684,11,0.06657326411820084,11,1200.0,1200.0,351,74,0,cr02-window-v1,traci-1s-step-complete-window,30,56,11,7.666666666666667,11,3.8333333333333335,7,351,0,277,1.0,0.21082621082621084,43135.0,0.0,43135.0
main6000_ramp1200_none_seed1_51399fbd,none,1,300,6000,1200,27.012297936971773,27.101033904424515,13,0.048805095381533194,17,1200.0,1200.0,389,105,0,cr02-window-v1,traci-1s-step-complete-window,30,55,10,14.133333333333333,17,10.666666666666666,14,389,0,284,1.0,0.2699228791773779,51558.0,0.0,51558.0
main6000_ramp1200_none_seed1_51399fbd,none,1,330,6000,1200,27.172512663783245,27.374295320604265,13,0.06135905865606712,24,1200.0,1200.0,429,138,0,cr02-window-v1,traci-1s-step-complete-window,30,58,11,20.666666666666668,24,17.866666666666667,21,429,0,291,1.0,0.32167832167832167,60155.0,0.0,60155.0
main6000_ramp1200_none_seed1_51399fbd,none,1,360,6000,1200,27.418249942312844,27.709818708922327,14,0.06958721866430248,30,1200.0,1200.0,467,167,0,cr02-window-v1,traci-1s-step-complete-window,30,55,12,27.133333333333333,30,24.866666666666667,28,467,0,300,1.0,0.3576017130620985,69010.0,0.0,69010.0
main6000_ramp1200_none_seed1_51399fbd,none,1,390,6000,1200,27.169554087033397,28.091246934963987,13,0.058066442666751074,37,1200.0,1200.0,507,203,0,cr02-window-v1,traci-1s-step-complete-window,30,55,10,33.666666666666664,37,31.966666666666665,35,507,0,304,1.0,0.40039447731755423,78079.0,0.0,78079.0
