scenario,controller,seed,window_end_s,mainline_vehicle_observations,mainline_speed_mps,mainline_occupancy,bottleneck_throughput_veh,ramp_vehicle_mean_veh,ramp_vehicle_max_veh,ramp_halting_mean_veh,ramp_halting_max_veh,departed_veh,arrived_veh,teleports,collisions,requested_rate_vph,applied_rate_vph,green_s,red_s,state_mismatches
2000+0,none,1,30,0,,0.0,0,0.0,0,0.0,0,17,0,0,0,1200.0,1200.0,30.0,0.0,0
2000+0,none,1,60,0,,0.0,0,0.0,0,0.0,0,33,0,0,0,1200.0,1200.0,30.0,0.0,0
2000+0,none,1,90,0,,0.0,0,0.0,0,0.0,0,50,0,0,0,1200.0,1200.0,30.0,0.0,0
2000+0,none,1,120,0,,0.0,0,0.0,0,0.0,0,67,0,0,0,1200.0,1200.0,30.0,0.0,0
2000+0,none,1,150,0,,0.0,0,0.0,0,0.0,0,83,0,0,0,1200.0,1200.0,30.0,0.0,0
2000+0,none,1,180,3,30.706927701809086,0.0038052805406290227,2,0.0,0,0.0,0,100,0,0,0,1200.0,1200.0,30.0,0.0,0
2000+0,none,1,210,7,27.948418257193953,0.018660762422010653,6,0.0,0,0.0,0,117,0,0,0,1200.0,1200.0,30.0,0.0,0
2000+0,none,1,240,6,25.799464360617414,0.01114142203746411,5,0.0,0,0.0,0,133,0,0,0,1200.0,1200.0,30.0,0.0,0
2000+0,none,1,270,10,22.446606353757872,0.029976908708509123,9,0.0,0,0.0,0,150,1,0,0,1200.0,1200.0,30.0,0.0,0
2000+0,none,1,300,17,22.46050077669543,0.05300522677850381,16,0.0,0,0.0,0,167,2,0,0,1200.0,1200.0,30.0,0.0,0
2000+0,none,1,330,20,22.116334520836276,0.05138647517577321,16,0.0,0,0.0,0,183,7,0,0,1200.0,1200.0,30.0,0.0,0
2000+0,none,1,360,23,21.975045635473094,0.04670793733354704,17,0.0,0,0.0,0,200,13,0,0,1200.0,1200.0,30.0,0.0,0
2000+0,none,1,390,25,21.88400410224996,0.05083651949646253,18,0.0,0,0.0,0,217,16,0,0,1200.0,1200.0,30.0,0.0,0
2000+0,none,1,420,26,21.79199014373939,0.05200875337342173,18,0.0,0,0.0,0,233,25,0,0,1200.0,1200.0,30.0,0.0,0
2000+0,none,1,450,24,21.726882318204684,0.05915732490288121,19,0.0,0,0.0,0,250,37,0,0,1200.0,1200.0,30.0,0.0,0
2000+0,none,1,480,15,22.212508005637925,0.05301024664286918,15,0.0,0,0.0,0,267,51,0,0,1200.0,1200.0,30.0,0.0,0
2000+0,none,1,510,29,22.133493590395396,0.04398339234418718,18,0.0,0,0.0,0,283,63,0,0,1200.0,1200.0,30.0,0.0,0
2000+0,none,1,540,20,21.48942347007102,0.03992501493163729,14,0.0,0,0.0,0,300,77,0,0,1200.0,1200.0,30.0,0.0,0
2000+0,none,1,570,25,22.377119266987542,0.05872058191927939,19,0.0,0,0.0,0,317,92,0,0,1200.0,1200.0,30.0,0.0,0
2000+0,none,1,600,23,22.573389296672445,0.056856605661037445,19,0.0,0,0.0,0,333,108,0,0,1200.0,1200.0,30.0,0.0,0
2000+0,none,1,630,20,22.673642361767595,0.05279978977537591,16,0.0,0,0.0,0,350,123,0,0,1200.0,1200.0,30.0,0.0,0
2000+0,none,1,660,15,22.587251331826227,0.049132272648751044,14,0.0,0,0.0,0,367,138,0,0,1200.0,1200.0,30.0,0.0,0
2000+0,none,1,690,25,22.89819853313154,0.04801820821662659,18,0.0,0,0.0,0,383,153,0,0,1200.0,1200.0,30.0,0.0,0
2000+0,none,1,720,21,22.925810581084743,0.05144964185652725,18,0.0,0,0.0,0,400,169,0,0,1200.0,1200.0,30.0,0.0,0
2000+0,none,1,750,25,23.31153887581572,0.04947861091383932,18,0.0,0,0.0,0,417,183,0,0,1200.0,1200.0,30.0,0.0,0
2000+0,none,1,780,20,23.214297093532686,0.041318079485546375,16,0.0,0,0.0,0,433,199,0,0,1200.0,1200.0,30.0,0.0,0
2000+0,none,1,810,17,23.665429470671576,0.04374520277112879,14,0.0,0,0.0,0,450,214,0,0,1200.0,1200.0,30.0,0.0,0
2000+0,none,1,840,19,22.57165618753861,0.054183260019963576,17,0.0,0,0.0,0,467,230,0,0,1200.0,1200.0,30.0,0.0,0
