experiment_id,controller,seed,time_s,mainline_vph,ramp_vph,mean_speed_mps,upstream_speed_mps,bottleneck_flow_veh,bottleneck_occupancy,ramp_queue_veh,alinea_requested_rate_vph,alinea_applied_rate_vph,departed_veh,arrived_veh,teleports,metric_schema_version,estimator_id,window_step_observations,main_speed_vehicle_observations,upstream_speed_vehicle_observations,ramp_vehicle_mean_veh,ramp_vehicle_max_veh,ramp_halting_mean_veh,ramp_halting_max_veh,loaded_veh,pending_veh,in_network_veh,actual_departure_ratio,completion_ratio,tts_system_s,tts_pending_s,tts_in_network_s
main3000_ramp300_none_seed3_189a3f3c,none,3,30,3000,300,32.3329526304193,,0,0.0,1,1200.0,1200.0,18,0,0,cr02-window-v1,traci-1s-step-complete-window,30,2,0,0.8333333333333334,1,0.0,0,18,0,18,1.0,0.0,293.0,0.0,293.0
main3000_ramp300_none_seed3_189a3f3c,none,3,60,3000,300,29.571487701394766,,0,0.0,1,1200.0,1200.0,36,0,0,cr02-window-v1,traci-1s-step-complete-window,30,8,0,0.7333333333333333,1,0.0,0,36,0,36,1.0,0.0,1118.0,0.0,1118.0
main3000_ramp300_none_seed3_189a3f3c,none,3,90,3000,300,29.911257205518748,,0,0.0,1,1200.0,1200.0,54,0,0,cr02-window-v1,traci-1s-step-complete-window,30,11,0,0.9666666666666667,1,0.0,0,54,0,54,1.0,0.0,2481.0,0.0,2481.0
main3000_ramp300_none_seed3_189a3f3c,none,3,120,3000,300,30.234789104654872,33.326075833735246,0,0.0,1,1200.0,1200.0,72,2,0,cr02-window-v1,traci-1s-step-complete-window,30,20,1,0.8,1,0.0,0,72,0,70,1.0,0.027777777777777776,4359.0,0.0,4359.0
main3000_ramp300_none_seed3_189a3f3c,none,3,150,3000,300,30.575423981539103,32.101943374799795,2,0.010020233102391292,1,1200.0,1200.0,90,3,0,cr02-window-v1,traci-1s-step-complete-window,30,27,5,0.7,1,0.0,0,90,0,87,1.0,0.03333333333333333,6726.0,0.0,6726.0
main3000_ramp300_none_seed3_189a3f3c,none,3,180,3000,300,30.233175411663744,28.674231567196543,5,0.02614034499707619,1,1200.0,1200.0,107,4,0,cr02-window-v1,traci-1s-step-complete-window,30,30,8,0.8333333333333334,1,0.0,0,107,0,103,1.0,0.037383177570093455,9596.0,0.0,9596.0
main3000_ramp300_none_seed3_189a3f3c,none,3,210,3000,300,30.22921222764202,30.902227145266725,9,0.040490720270414234,1,1200.0,1200.0,126,14,0,cr02-window-v1,traci-1s-step-complete-window,30,29,7,0.7333333333333333,1,0.0,0,126,0,112,1.0,0.1111111111111111,12841.0,0.0,12841.0
main3000_ramp300_none_seed3_189a3f3c,none,3,240,3000,300,30.506114376608295,31.551095945771348,8,0.03465662723573644,1,1200.0,1200.0,143,23,0,cr02-window-v1,traci-1s-step-complete-window,30,35,7,0.8333333333333334,1,0.0,0,143,0,120,1.0,0.16083916083916083,16361.0,0.0,16361.0
main3000_ramp300_none_seed3_189a3f3c,none,3,270,3000,300,30.10711799579093,28.964455366909288,9,0.03540634459397438,1,1200.0,1200.0,161,42,0,cr02-window-v1,traci-1s-step-complete-window,30,36,7,0.8333333333333334,1,0.0,0,161,0,119,1.0,0.2608695652173913,19999.0,0.0,19999.0
main3000_ramp300_none_seed3_189a3f3c,none,3,300,3000,300,30.357240943084484,29.902917416047426,9,0.03734103735727861,1,1200.0,1200.0,179,62,0,cr02-window-v1,traci-1s-step-complete-window,30,33,7,0.7,1,0.0,0,179,0,117,1.0,0.3463687150837989,23545.0,0.0,23545.0
