mainline_vph,ramp_vph,label,valid_seed_count,no_control_congestion_prob,alinea_congestion_prob,paired_tts_improvement,positive_pair_count,failure_reason
6000,1200,insufficient_valid_runs,0,0.0,0.0,0.0,0,no_valid_pairs
