experiment_id,mainline_vph,ramp_vph,controller,seed,status,attempt_status,valid,output_dir,failure_reason,failure_stage,failure_type,failure_message,retryable,attempt,started_at,finished_at
main6000_ramp1200_none_seed0_51399fbd,6000,1200,none,0,valid,success,True,D:\python_install\py\rl\0325\0325\outputs\stage_1\formal_scans\stage1_high_formal_v1\runs\main6000_ramp1200_none_seed0_51399fbd\attempt_0001,,,,,False,1,2026-08-07T13:04:11.655265+00:00,2026-08-07T13:04:39.350634+00:00
main6000_ramp1200_none_seed1_51399fbd,6000,1200,none,1,valid,success,True,D:\python_install\py\rl\0325\0325\outputs\stage_1\formal_scans\stage1_high_formal_v1\runs\main6000_ramp1200_none_seed1_51399fbd\attempt_0001,,,,,False,1,2026-08-07T13:04:39.774388+00:00,2026-08-07T13:05:08.785469+00:00
main6000_ramp1200_none_seed2_51399fbd,6000,1200,none,2,valid,success,True,D:\python_install\py\rl\0325\0325\outputs\stage_1\formal_scans\stage1_high_formal_v1\runs\main6000_ramp1200_none_seed2_51399fbd\attempt_0001,,,,,False,1,2026-08-07T13:05:09.178855+00:00,2026-08-07T13:05:39.391324+00:00
main6000_ramp1200_none_seed3_51399fbd,6000,1200,none,3,valid,success,True,D:\python_install\py\rl\0325\0325\outputs\stage_1\formal_scans\stage1_high_formal_v1\runs\main6000_ramp1200_none_seed3_51399fbd\attempt_0001,,,,,False,1,2026-08-07T13:05:39.933416+00:00,2026-08-07T13:06:12.246080+00:00
main6000_ramp1200_none_seed4_51399fbd,6000,1200,none,4,valid,success,True,D:\python_install\py\rl\0325\0325\outputs\stage_1\formal_scans\stage1_high_formal_v1\runs\main6000_ramp1200_none_seed4_51399fbd\attempt_0001,,,,,False,1,2026-08-07T13:06:12.897726+00:00,2026-08-07T13:06:42.046103+00:00
