experiment_id,controller,seed,time_s,mainline_vph,ramp_vph,mean_speed_mps,upstream_speed_mps,bottleneck_flow_veh,bottleneck_occupancy,ramp_queue_veh,alinea_requested_rate_vph,alinea_applied_rate_vph,departed_veh,arrived_veh,teleports,metric_schema_version,estimator_id,window_step_observations,main_speed_vehicle_observations,upstream_speed_vehicle_observations,ramp_vehicle_mean_veh,ramp_vehicle_max_veh,ramp_halting_mean_veh,ramp_halting_max_veh,loaded_veh,pending_veh,in_network_veh,actual_departure_ratio,completion_ratio,tts_system_s,tts_pending_s,tts_in_network_s
main4500_ramp600_none_seed3_44ca55f8,none,3,30,4500,600,29.84075548990531,,0,0.0,2,1200.0,1200.0,28,0,0,cr02-window-v1,traci-1s-step-complete-window,30,3,0,1.3,2,0.0,0,28,0,28,1.0,0.0,431.0,0.0,431.0
main4500_ramp600_none_seed3_44ca55f8,none,3,60,4500,600,28.592205864543292,,0,0.0,2,1200.0,1200.0,55,0,0,cr02-window-v1,traci-1s-step-complete-window,30,12,0,1.7333333333333334,2,0.0,0,55,0,55,1.0,0.0,1690.0,0.0,1690.0
main4500_ramp600_none_seed3_44ca55f8,none,3,90,4500,600,28.85751592293919,,0,0.0,2,1200.0,1200.0,83,0,0,cr02-window-v1,traci-1s-step-complete-window,30,18,0,1.4666666666666666,2,0.0,0,83,0,83,1.0,0.0,3777.0,0.0,3777.0
main4500_ramp600_none_seed3_44ca55f8,none,3,120,4500,600,29.63906901862083,,0,0.0,2,1200.0,1200.0,110,2,0,cr02-window-v1,traci-1s-step-complete-window,30,24,0,1.5333333333333334,2,0.0,0,110,0,108,1.0,0.01818181818181818,6659.0,0.0,6659.0
main4500_ramp600_none_seed3_44ca55f8,none,3,150,4500,600,28.990309515838355,30.923153295611872,6,0.02149883841879093,2,1200.0,1200.0,139,5,0,cr02-window-v1,traci-1s-step-complete-window,30,31,6,1.5666666666666667,2,0.0,0,139,0,134,1.0,0.03597122302158273,10311.0,0.0,10311.0
main4500_ramp600_none_seed3_44ca55f8,none,3,180,4500,600,28.775128692875374,28.791149381455657,6,0.03284938383143773,2,1200.0,1200.0,166,9,0,cr02-window-v1,traci-1s-step-complete-window,30,41,8,1.5,2,0.0,0,166,0,157,1.0,0.05421686746987952,14660.0,0.0,14660.0
main4500_ramp600_none_seed3_44ca55f8,none,3,210,4500,600,28.26644309190414,26.456990185437395,11,0.04219204711990396,2,1200.0,1200.0,193,21,0,cr02-window-v1,traci-1s-step-complete-window,30,39,10,1.5666666666666667,2,0.0,0,193,0,172,1.0,0.10880829015544041,19641.0,0.0,19641.0
main4500_ramp600_none_seed3_44ca55f8,none,3,240,4500,600,27.88233355203275,28.496004237523874,13,0.06773431261906164,2,1200.0,1200.0,221,36,0,cr02-window-v1,traci-1s-step-complete-window,30,44,7,1.5333333333333334,2,0.0,0,221,0,185,1.0,0.16289592760180996,25060.0,0.0,25060.0
main4500_ramp600_none_seed3_44ca55f8,none,3,270,4500,600,28.160473993752714,27.33910790364793,6,0.02642214419453334,2,1200.0,1200.0,249,56,0,cr02-window-v1,traci-1s-step-complete-window,30,47,9,1.4666666666666666,2,0.0,0,249,0,193,1.0,0.2248995983935743,30777.0,0.0,30777.0
main4500_ramp600_none_seed3_44ca55f8,none,3,300,4500,600,28.68394013164711,28.068539144568966,13,0.06332741457210697,2,1200.0,1200.0,276,81,0,cr02-window-v1,traci-1s-step-complete-window,30,43,11,1.5,2,0.0,0,276,0,195,1.0,0.29347826086956524,36616.0,0.0,36616.0
main4500_ramp600_none_seed3_44ca55f8,none,3,330,4500,600,28.16572174957692,28.88681695419471,13,0.0604137728580497,2,1200.0,1200.0,304,103,0,cr02-window-v1,traci-1s-step-complete-window,30,41,6,1.5333333333333334,2,0.0,0,304,0,201,1.0,0.33881578947368424,42468.0,0.0,42468.0
main4500_ramp600_none_seed3_44ca55f8,none,3,360,4500,600,27.86219113700394,27.217687998371026,9,0.035960438724993084,2,1200.0,1200.0,331,122,0,cr02-window-v1,traci-1s-step-complete-window,30,41,9,1.6666666666666667,2,0.0,0,331,0,209,1.0,0.3685800604229607,48656.0,0.0,48656.0
main4500_ramp600_none_seed3_44ca55f8,none,3,390,4500,600,28.309278835855785,28.61246208420128,12,0.06483257438923147,2,1200.0,1200.0,360,161,0,cr02-window-v1,traci-1s-step-complete-window,30,45,10,1.7333333333333334,2,0.0,0,360,0,199,1.0,0.44722222222222224,54789.0,0.0,54789.0
