scenario,controller,seed,window_end_s,mainline_vehicle_observations,mainline_speed_mps,mainline_occupancy,bottleneck_throughput_veh,ramp_vehicle_mean_veh,ramp_vehicle_max_veh,ramp_halting_mean_veh,ramp_halting_max_veh,departed_veh,arrived_veh,teleports,collisions,requested_rate_vph,applied_rate_vph,green_s,red_s,state_mismatches
1925+0,none,1,30,0,,0.0,0,0.0,0,0.0,0,16,0,0,0,1200.0,1200.0,30.0,0.0,0
1925+0,none,1,60,0,,0.0,0,0.0,0,0.0,0,32,0,0,0,1200.0,1200.0,30.0,0.0,0
1925+0,none,1,90,0,,0.0,0,0.0,0,0.0,0,48,0,0,0,1200.0,1200.0,30.0,0.0,0
1925+0,none,1,120,0,,0.0,0,0.0,0,0.0,0,64,0,0,0,1200.0,1200.0,30.0,0.0,0
1925+0,none,1,150,0,,0.0,0,0.0,0,0.0,0,80,0,0,0,1200.0,1200.0,30.0,0.0,0
1925+0,none,1,180,3,30.706927701809086,0.0038052805406290227,2,0.0,0,0.0,0,96,0,0,0,1200.0,1200.0,30.0,0.0,0
1925+0,none,1,210,8,27.947769932619895,0.01850714021811086,6,0.0,0,0.0,0,112,0,0,0,1200.0,1200.0,30.0,0.0,0
1925+0,none,1,240,7,25.802281643019427,0.009301239493230185,5,0.0,0,0.0,0,128,0,0,0,1200.0,1200.0,30.0,0.0,0
1925+0,none,1,270,14,22.447618695349405,0.019242974282916235,9,0.0,0,0.0,0,144,1,0,0,1200.0,1200.0,30.0,0.0,0
1925+0,none,1,300,21,22.444201980188556,0.04724284025056325,16,0.0,0,0.0,0,160,2,0,0,1200.0,1200.0,30.0,0.0,0
1925+0,none,1,330,19,22.003426580354226,0.05056821724806279,16,0.0,0,0.0,0,176,7,0,0,1200.0,1200.0,30.0,0.0,0
1925+0,none,1,360,17,21.986287402789447,0.043348473602256375,14,0.0,0,0.0,0,192,13,0,0,1200.0,1200.0,30.0,0.0,0
1925+0,none,1,390,20,21.989107061325132,0.053940512202627626,17,0.0,0,0.0,0,209,16,0,0,1200.0,1200.0,30.0,0.0,0
