scenario,controller,seed,window_end_s,mainline_vehicle_observations,mainline_speed_mps,mainline_occupancy,bottleneck_throughput_veh,ramp_vehicle_mean_veh,ramp_vehicle_max_veh,ramp_halting_mean_veh,ramp_halting_max_veh,departed_veh,arrived_veh,teleports,collisions,requested_rate_vph,applied_rate_vph,green_s,red_s,state_mismatches
1200+0,none,1,30,0,,0.0,0,0.0,0,0.0,0,10,0,0,0,1200.0,1200.0,30.0,0.0,0
1200+0,none,1,60,0,,0.0,0,0.0,0,0.0,0,20,0,0,0,1200.0,1200.0,30.0,0.0,0
1200+0,none,1,90,0,,0.0,0,0.0,0,0.0,0,30,0,0,0,1200.0,1200.0,30.0,0.0,0
1200+0,none,1,120,0,,0.0,0,0.0,0,0.0,0,40,0,0,0,1200.0,1200.0,30.0,0.0,0
1200+0,none,1,150,0,,0.0,0,0.0,0,0.0,0,50,0,0,0,1200.0,1200.0,30.0,0.0,0
1200+0,none,1,180,3,30.71004265980058,0.0038047101324034808,2,0.0,0,0.0,0,60,0,0,0,1200.0,1200.0,30.0,0.0,0
1200+0,none,1,210,6,28.254201863592936,0.012882699101954624,5,0.0,0,0.0,0,70,0,0,0,1200.0,1200.0,30.0,0.0,0
1200+0,none,1,240,6,26.579802931068755,0.017726272398106365,6,0.0,0,0.0,0,80,0,0,0,1200.0,1200.0,30.0,0.0,0
1200+0,none,1,270,1,22.45737464645122,0.003488089528119076,1,0.0,0,0.0,0,90,1,0,0,1200.0,1200.0,30.0,0.0,0
1200+0,none,1,300,24,22.465279296964873,0.05135939096051345,18,0.0,0,0.0,0,100,3,0,0,1200.0,1200.0,30.0,0.0,0
1200+0,none,1,330,11,26.41484616499751,0.02828268108654489,10,0.0,0,0.0,0,110,7,0,0,1200.0,1200.0,30.0,0.0,0
1200+0,none,1,360,16,25.25434064940652,0.04699704490786587,15,0.0,0,0.0,0,120,12,0,0,1200.0,1200.0,30.0,0.0,0
1200+0,none,1,390,6,26.173041624230564,0.011561211118443755,5,0.0,0,0.0,0,130,14,0,0,1200.0,1200.0,30.0,0.0,0
1200+0,none,1,420,16,24.928268818331937,0.042719650159043,14,0.0,0,0.0,0,140,19,0,0,1200.0,1200.0,30.0,0.0,0
1200+0,none,1,450,7,27.034941814639893,0.02051371009676283,7,0.0,0,0.0,0,150,31,0,0,1200.0,1200.0,30.0,0.0,0
1200+0,none,1,480,18,26.827499561803357,0.03162589466794922,13,0.0,0,0.0,0,160,46,0,0,1200.0,1200.0,30.0,0.0,0
1200+0,none,1,510,11,25.44623425104522,0.030636670845515822,10,0.0,0,0.0,0,170,58,0,0,1200.0,1200.0,30.0,0.0,0
1200+0,none,1,540,5,23.94304474272326,0.01617159918210215,4,0.0,0,0.0,0,180,68,0,0,1200.0,1200.0,30.0,0.0,0
1200+0,none,1,570,18,23.695685303205085,0.04200119619472578,14,0.0,0,0.0,0,190,81,0,0,1200.0,1200.0,30.0,0.0,0
1200+0,none,1,600,6,23.61095060637618,0.008655953466363069,4,0.0,0,0.0,0,200,93,0,0,1200.0,1200.0,30.0,0.0,0
1200+0,none,1,630,15,23.749900153630918,0.04954462023830312,15,0.0,0,0.0,0,210,102,0,0,1200.0,1200.0,30.0,0.0,0
1200+0,none,1,660,20,24.281929559342537,0.04489027719249255,16,0.0,0,0.0,0,220,108,0,0,1200.0,1200.0,30.0,0.0,0
1200+0,none,1,690,8,27.53386043486426,0.017742027835883314,7,0.0,0,0.0,0,230,116,0,0,1200.0,1200.0,30.0,0.0,0
