scenario,controller,seed,window_end_s,mainline_vehicle_observations,mainline_speed_mps,mainline_occupancy,bottleneck_throughput_veh,ramp_vehicle_mean_veh,ramp_vehicle_max_veh,ramp_halting_mean_veh,ramp_halting_max_veh,departed_veh,arrived_veh,teleports,collisions,requested_rate_vph,applied_rate_vph,green_s,red_s,state_mismatches
1200+90,none,1,30,0,,0.0,0,0.0,0,0.0,0,11,0,0,0,1200.0,1200.0,30.0,0.0,0
1200+90,none,1,60,0,,0.0,0,0.0,0,0.0,0,22,0,0,0,1200.0,1200.0,30.0,0.0,0
1200+90,none,1,90,0,,0.0,0,0.0,0,0.0,0,33,0,0,0,1200.0,1200.0,30.0,0.0,0
1200+90,none,1,120,0,,0.0,0,0.16666666666666666,1,0.0,0,43,0,0,0,1200.0,1200.0,30.0,0.0,0
1200+90,none,1,150,0,,0.0,0,0.8,1,0.0,0,54,0,0,0,1200.0,1200.0,30.0,0.0,0
1200+90,none,1,180,2,32.16726394790388,0.0011269057477254782,1,0.9333333333333333,2,0.0,0,65,0,0,0,1200.0,1200.0,30.0,0.0,0
1200+90,none,1,210,7,25.565516130076837,0.02161158130448276,7,0.9,2,0.0,0,76,0,0,0,1200.0,1200.0,30.0,0.0,0
1200+90,none,1,240,11,27.07910062533732,0.03192154806877312,11,0.36666666666666664,1,0.0,0,86,0,0,0,1200.0,1200.0,30.0,0.0,0
1200+90,none,1,270,9,28.255890157289784,0.022194857788855417,8,1.2666666666666666,2,0.03333333333333333,1,97,1,0,0,1200.0,1200.0,30.0,0.0,0
1200+90,none,1,300,8,24.666057020071737,0.0203657682570262,7,0.3333333333333333,1,0.03333333333333333,1,108,1,0,0,1200.0,1200.0,30.0,0.0,0
1200+90,none,1,330,13,26.065429685926862,0.030535657459007364,11,0.06666666666666667,1,0.0,0,119,5,0,0,1200.0,1200.0,30.0,0.0,0
1200+90,none,1,360,14,25.318216800659787,0.032707627161107665,12,1.9,2,0.0,0,129,17,0,0,1200.0,1200.0,30.0,0.0,0
1200+90,none,1,390,10,24.810271087878363,0.029407135824662114,9,1.5333333333333334,2,0.7666666666666667,1,140,26,0,0,1200.0,1200.0,30.0,0.0,0
1200+90,none,1,420,16,23.31248268167575,0.04327442981634135,14,2.0,2,1.3,2,151,30,0,0,1200.0,1200.0,30.0,0.0,0
1200+90,none,1,450,9,26.973036971902502,0.02197071290273508,8,2.9,3,2.0,2,162,42,0,0,1200.0,1200.0,30.0,0.0,0
